"RowNumber","Institutional code","Name of Organisation","Country","City"
"3056","PL WROCLAW03","UNIWERSYTET EKONOMICZNY WE WROCLAWIU","PL","Wroclaw"
"3057","PL WROCLAW04","UNIWERSYTET PRZYRODNICZY WE WROCLAWIU","PL","Wroclaw"
"3058","PL WROCLAW05","UNIWERSYTET MEDYCZNY IM. PIASTÓW SLASKICH WE WROCŁAWIU","PL","Wroclaw"
"3059","PL WROCLAW06","AKADEMIA MUZYCZNA IMIENIA KAROLA LIPINSKIEGO WE WROCLAWIU","PL","Wroclaw"
"3060","PL WROCLAW07","AKADEMIA SZTUK PIEKNYCH IM. E. GEPPERTA WE WROCLAWIU","PL","WROCLAW"
"3061","PL WROCLAW08","AKADEMIA WYCHOWANIA FIZYCZNEGO WE WROCLAWIU","PL","Wroclaw"
"3062","PL WROCLAW12","WYZSZA SZKOLA HANDLOWA","PL","WROCLAW"
"3063","PL WROCLAW13","WYZSZA SZKOLA ZARZADZANIA "EDUKACJA"","PL","WROCLAW"
"3064","PL WROCLAW14","DOLNOSLASKA SZKOLA WYZSZA","PL","WROCLAW"
"3065","PL WROCLAW15","WYZSZA SZKOLA BANKOWA WE WROCLAWIU","PL","WROCLAW"
"3066","PL WROCLAW16","MIEDZYNARODOWA WYZSZA SZKOLA LOGISTYKI I TRANSPORTU WE WROCLAWIU","PL","WROCLAW"
"3067","PL WROCLAW20","WYZSZA SZKOLA FILOLOGICZNA WE WROCLAWIU","PL","WROCLAW"
"3068","PL WROCLAW21","EWANGELIKALNA WYZSZA SZKOLA TEOLOGICZNA","PL","Wroclaw"
"3069","PL WROCLAW22","WROCLAWSKA WYZSZA SZKOLA INFORMATYKI STOSOWANEJ","PL","WROCLAW"
"3070","PL WROCLAW23","WYZSZA SZKOLA HUMANISTYCZNA WE WROCLAWIU","PL","WROCLAW"
"3071","PL WROCLAW25 ","WYŻSZA SZKOŁA OFICERSKA WOJSK LĄDOWYCH IM. GEN. TADEUSZA KOŚCIUSZKI(WSOWL)","PL","WROCŁAW"
"3072","PL WROCLAW27","NIEPUBLICZNA WYZSZA SZKOLA MEDYCZNA WE WROCLAWIU","PL","WROCLAW"
"3073","PL ZAMOSC01","WYZSZA SZKOLA ZARZADZANIA I ADMINISTRACJI W ZAMOSCIU","PL","Zamosc"
"3074","PL ZAMOSC03","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W ZAMOSCIU","PL","Zamosc"
"3075","PL ZIELONA01","UNIWERSYTET ZIELONOGÓRSKI","PL","Zielona Gora"
"3076","RO ALBAIU01","UNIVERSITATEA "1 DECEMBRIE 1918" ALBA IULIA","RO","Alba Iulia"
"3077","RO ARAD01","UNIVERSITATEA "AUREL VLAICU" DIN ARAD","RO","ARAD"
"3078","RO ARAD02 ","UNIVERSITATEA DE VEST "VASILE GOLDIS" DIN ARAD","RO","ARAD"
"3079","RO BACAU01","UNIVERSITATEA "VASILE ALECSANDRI" DIN BACAU","RO","Bacau"
"3080","RO BACAU02","UNIVERSITATEA GEORGE BACOVIA DIN  BACAU","RO","BACAU"
"3081","RO BRASOV01","UNIVERSITATEA "TRANSILVANIA" DIN BRASOV","RO","Brasov"
"3082","RO BRASOV03","ACADEMIA FORTELOR AERIENE HENRI COANDA","RO","BRASOV"
"3083","RO BUCURES02","ACADEMIA TEHNICA MILITARA din BUCURESTI","RO","BUCHAREST"
"3084","RO BUCURES03","UNIVERSITATEA NATIONALA DE MUZICA DIN BUCURESTI","RO","BUCHAREST"
"3085","RO BUCURES04","ACADEMIA DE STUDII ECONOMICE DIN BUCURESTI","RO","Bucharest"
"3086","RO BUCURES06","UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT DIN BUCURESTI","RO","BUCHAREST"
"3087","RO BUCURES07","UNIVERSITATEA DE ARCHITECTURA SI URBANISM "ION MINCU"  BUCURESTI","RO","BUCHAREST"
"3088","RO BUCURES08","UNIVERSITATEA TEHNICA DE CONSTRUCTII DIN BUCURESTI","RO","Bucharest"
"3089","RO BUCURES09","UNIVERSITATEA DIN BUCURESTI","RO","Bucharest"
"3090","RO BUCURES10","UNIVERSITATEA DE MEDICINA SI FARMACIE "CAROL DAVILA"  BUCURESTI","RO","Bucharest"
"3091","RO BUCURES11","UNIVERSITATEA "POLITEHNICA" DIN BUCURESTI (UPB)","RO","BUCURESTI"
"3092","RO BUCURES12","UNIVERSITATEA DE STIINTE AGRONOMICE SI MEDICINA VETERINARA BUCURESTI","RO","BUCAREST"
"3093","RO BUCURES13","SCOALA NATIONALA DE STUDII POLITICE SI ADMINISTRATIVE DIN BUCURESTI","RO","Bucharest"
"3094","RO BUCURES16","UNIVERSITATEA TITU MAIORESCU DIN BUCURESTI","RO","Bucharest"
"3095","RO BUCURES17","UNIVERSITATEA "NICOLAE TITULESCU"","RO","Bucharest"
"3096","RO BUCURES18","UNIVERSITATEA ROMANO AMERICANA","RO","Bucharest"
"3097","RO BUCURES20","Universitatea SPIRU HARET","RO","Bucharest 3"
"3098","RO BUCURES25","UNIVERSITATEA ECOLOGICA DIN BUCURESTI","RO","BUCHAREST"
"3099","RO BUCURES29","UNIVERSITATEA NATIONALA DE ARTE (U.N.A.)","RO","Bucharest"
"3100","RO BUCURES31","UNIVERSITATEA CRESTINA DIMITRIE CANTEMIR","RO","Bucarest"
"3101","RO BUCURES33","UNIVERSITATEA NATIONALA DE ARTA TEATRALA SI CINEMATOGRAFICA "I.L.CARAGIALE"","RO","BUCHAREST"
"3102","RO CLUJNAP01","UNIVERSITATEA BABES-BOLYAI","RO","Cluj-Napoca"
"3103","RO CLUJNAP02","ACADEMIA DE MUZICA GHEORGHE DIMA","RO","CLUJ-NAPOCA"
"3104","RO CLUJNAP03","UNIVERSITATEA DE MEDICINA SI FARMACIE "IULIU HATIEGANU"  CLUJ-NAPOCA","RO","Cluj-Napoca"
"3105","RO CLUJNAP04","UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA DIN CLUJ-NAPOCA","RO","CLUJ NAPOCA"
"3106","RO CLUJNAP05","UNIVERSITATEA TEHNICA  DIN CLUJ-NAPOCA","RO","Cluj-Napoca"
"3107","RO CLUJNAP06","UNIVERSITATEA DE ARTA SI DESIGN CLUJ-NAPOCA","RO","CLUJ-NAPOCA"
"3108","RO CLUJNAP07","UNIVERSITATEA SAPIENTIA DIN CLUJ-NAPOCA","RO","CLUJ-NAPOCA"
"3109","RO CONSTAN01","ACADEMIA NAVALA "MIRCEA CEL BATRAN" ","RO","Constanta"
"3110","RO CONSTAN02","UNIVERSITATEA "OVIDIUS" CONSTANTA","RO","CONSTANTA"
"3111","RO CONSTAN03","UNIVERSITATEA  MARITIMA  DIN CONSTANTA","RO","Constantza"
"3112","RO CONSTAN04","UNIVERSITATEA "ANDREI SAGUNA"","RO","Constanta"
"3113","RO CRAIOVA01","UNIVERSITATEA DIN CRAIOVA","RO","Craiova"
"3114","RO CRAIOVA02","UNIVERSITATEA DE MEDICINA SI FARMACIE DIN CRAIOVA","RO","Craiova"
"3115","RO GALATI01","UNIVERSITATEA 'DUNAREA DE JOS' DIN GALATI, ROMANIA","RO","Galati"
"3116","RO GALATI02","UNIVERSITATEA "DANUBIUS" ","RO","Galati"
"3117","RO IASI01","UNIVERSITATEA DE ARTE "GEORGE ENESCU"","RO","IASI"
"3118","RO IASI02","UNIVERSITATEA "ALEXANDRU IOAN CUZA" (UAIC)","RO","Iasi"
"3119","RO IASI03","UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA "ION IONESCU DE LA BRAD" IASI","RO","Iasi"
"3120","RO IASI04","UNIVERSITATEA DE MEDICINA SI FARMACIE "GRIGORE T. POPA" DIN IASI","RO","IASI"
"3121","RO IASI05","UNIVERSITATEA TEHNICA "GHEORGHE ASACHI" DIN IASI","RO","IASI"
"3122","RO ORADEA01","UNIVERSITATEA DIN ORADEA","RO","ORADEA"
"3123","RO ORADEA02","UNIVERSITATEA CREŞTINĂ PARTIUM","RO","ORADEA"
"3124","RO PETROSA01","UNIVERSITATEA DIN PETROSANI","RO","Petrosani"
"3125","RO PITESTI01","UNIVERSITATEA DIN PITESTI","RO","PITESTI"
"3126","RO PITESTI02","UNIVERSITATEA "CONSTANTIN BRÂNCOVEANU" DIN PITESTI","RO","PITESTI"
"3127","RO PLOIEST01","UNIVERSITATEA "PETROL-GAZE" DIN PLOIESTI","RO","PLOIESTI"
"3128","RO RESITA01","UNIVERSITATEA "EFTIMIE MURGU" RESITA","RO","RESITA"
"3129","RO SIBIU01","UNIVERSITATEA "LUCIAN BLAGA" DIN SIBIU","RO","SIBIU"
"3130","RO SIBIU02","UNIVERSITATEA ROMÂNO-GERMANA DIN SIBIU","RO","Sibiu"
"3131","RO SIBIU03","ACADEMIA FORTELOR TERESTRE "NICOLAE BALCESCU" SIBIU","RO","SIBIU"
"3132","RO SUCEAVA01","UNIVERSITATEA "STEFAN CEL MARE" DIN SUCEAVA","RO","Suceava"
"3133","RO TARGOVI01","UNIVERSITATEA 'VALAHIA' DIN TARGOVISTE","RO","Targoviste"
"3134","RO TARGU01","UNIVERSITATEA DE ARTE DIN TARGU-MURES","RO","TARGU-MURES"
"3135","RO TARGU02","UNIVERSITATEA DE MEDICINA SI FARMACIE TARGU MURES","RO","TARGU MURES"
"3136","RO TARGU03","UNIVERSITATEA  "PETRU MAIOR" DIN TARGU MURES","RO","TARGU MURES"
"3137","RO TARGU04","UNIVERSITATEA "CONSTANTIN BRANCUSI"","RO","TÂRGU-JIU"
"3138","RO TARGU05","UNIVERSITATEA DIMITRIE CANTEMIR DIN TARGU MURES","RO","TARGU MURES"
"3139","RO TIMISOA01","UNIVERSITATEA DE VEST DIN TIMISOARA","RO","Timisoara"
"3140","RO TIMISOA02","UNIVERSITATEA DE MEDICINA SI FARMACIE "VICTOR BABES" DIN TIMISOARA","RO","Timisoara"
"3141","RO TIMISOA03","UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA A BANATULUI DIN TIMISOARA","RO","TIMISOARA"
"3142","RO TIMISOA04","UNIVERSITATEA "POLITEHNICA" DIN TIMISOARA","RO","Timisoara"
"3143","RO TIMISOA07","Universitatea TIBISCUS ","RO","Timisoara"
"3144","S   STOCKHO23","OPERAHÖGSKOLAN","SE","STOCKHOLM"
"3145","S  BORAS01","HÖGSKOLAN I BORAS","SE","BORAS"
"3146","S  FALUN01","HÖGSKOLAN DALARNA","SE","Falun"
"3147","S  FARSTA01","ERSTA SKONDAL HÖGSKOLA","SE","Stockholm"
"3148","S  GAVLE01","HÖGSKOLAN I GÄVLE","SE","GÄVLE"
"3149","S  GOTEBOR01","GÖTEBORGS UNIVERSITET ","SE","GÖTEBORG"
"3150","S  GOTEBOR02","CHALMERS TEKNISKA HÖGSKOLA","SE","GÖTEBORG"
"3151","S  HALMSTA01","HÖGSKOLAN I  HALMSTAD ","SE","Halmstad"
"3152","S  HUDDING01","SÖDERTÖRNS HÖGSKOLA","SE","HUDDINGE"
"3153","S  JONKOPI01","STIFTELSE HÖGSKOLAN I JÖNKÖPING","SE","JÖNKÖPING"
"3154","S  KARLSKR01","BLEKINGE TEKNISKA HÖGSKOLA","SE","Karlskrona"
"3155","S  KARLSTA01","KARLSTADS UNIVERSITET","SE","KARLSTAD"
"3156","S  KRISTIA01","HÖGSKOLAN KRISTIANSTAD ","SE","KRISTIANSTAD"
"3157","S  LINKOPI01","LINKÖPINGS UNIVERSITET ","SE","LINKÖPING"
"3158","S  LULEA01","LULEA TEKNISKA UNIVERSITET","SE","LULEA"
"3159","S  LUND01","LUNDS UNIVERSITET ","SE","Lund"
"3160","S  MALMO01","MALMÖ HÖGSKOLA","SE","MALMÖ"
"3161","S  MIDSWED01","MITTUNIVERSITETET","SE","Sundsvall"
"3162","S  OREBRO01","ÖREBRO UNIVERSITET","SE","ÖREBRO"
"3163","S  OREBRO04","ÖREBRO TEOLOGISKA HÖGSKOLA","SE","ÖREBRO"
"3164","S  SKOVDE01","HÖGSKOLAN I SKOVDE ","SE","SKÖVDE"
"3165","S  STOCKHO01","STOCKHOLMS UNIVERSITET ","SE","Stockholm"
"3166","S  STOCKHO03","KAROLINSKA INSTITUTET","SE","Stockholm"
"3167","S  STOCKHO04","KUNGLIGA TEKNISKA HÖGSKOLAN","SE","Stockholm"
"3168","S  STOCKHO05","HANDELSHÖGSKOLAN I STOCKHOLM ","SE","Stockholm"
"3169","S  STOCKHO06","DANS OCH CIRKUSHÖGSKOLAN","SE","STOCKHOLM"
"3170","S  STOCKHO09","KONSTFACK","SE","Stockholm"
"3171","S  STOCKHO10","KUNGLIGA KONSTHOGSKOLAN","SE","Stockholm"
"3172","S  STOCKHO11","KUNGLIGA MUSIKHOGSKOLAN I STOCKHOLM (KMH)","SE","Stockholm"
"3173","S  STOCKHO18","RÖDA KORSETS HÖGSKOLA","SE","Stockholm"
"3174","S  STOCKHO20","GYMNASTIK- OCH IDROTTSHÖGSKOLAN","SE","Stockholm"
"3175","S  STOCKHO21","FÖRSVARSHÖGSKOLAN","SE","STOCKHOLM"
"3176","S  STOCKHO22","STOCKHOLMS DRAMATISKA HÖGSKOLA (STDH)","SE","STOCKHOLM"
"3177","S  TROLLHA01","HÖGSKOLAN VÄST","SE","TROLLHÄTTAN"
"3178","S  UMEA01","UMEA UNIVERSITET","SE","UMEA"
"3179","S  UPPSALA01","UPPSALA UNIVERSITET","SE","UPPSALA"
"3180","S  UPPSALA02","SVERIGES LANTBRUKSUNIVERSITET ","SE","Uppsala"
"3181","S  UPPSALA05","NEWMANINSTITUTET","SE","UPPSALA"
"3182","S  VASTERA01","MÄLARDALENS HÖGSKOLA ","SE","VÄSTERAS"
"3183","S  VAXJO03","LINNÉUNIVERSITETET","SE","VÄXJÖ "
"3184","SF ESPOO12","AALTO-YLIOPISTO (AALTO-KORKEAKOULUSÄÄTIÖ)","FI","AALTO (TOWN, ESPOO)"
"3185","SF HAMEENL09","HÄMEEN AMMATTIKORKEAKOULU","FI","Hameenlinna"
"3186","SF HELSINK01","HELSINGIN YLIOPISTO","FI","Helsinki"
"3187","SF HELSINK03","HANKEN SVENSKA HANDELSHÖGSKOLAN","FI","HELSINKI"
"3188","SF HELSINK05","SIBELIUS-AKATEMIA","FI","Helsinki"
"3189","SF HELSINK07","TEATTERIKORKEAKOULU","FI","Helsinki"
"3190","SF HELSINK19","DIAKONIA-AMMATTIKORKEAKOULU","FI","Helsinki"
"3191","SF HELSINK30","KUVATAIDEAKATEMIA","FI","Helsinki"
"3192","SF HELSINK39","ARCADA -  NYLANDS SVENSKA YRKESHÖGSKOLA","FI","Helsinki"
"3193","SF HELSINK40","HAAGA-HELIA AMMATTIKORKEAKOULU","FI","Helsinki"
"3194","SF HELSINK41","METROPOLIA AMMATTIKORKEAKOULU","FI","METROPOLIA"
"3195","SF JOENSUU09","KARELIA AMMATTIKORKEAKOULU OY","FI","Joensuu"
"3196","SF JYVASKY01","JYVÄSKYLÄN YLIOPISTO","FI","University of Jyvaskyla"
"3197","SF JYVASKY11","JYVÄSKYLÄN AMMATTIKORKEAKOULU ","FI","JYVÄSKYLÄ"
"3198","SF KAJAANI05","KAJAANIN AMMATTIKORKEAKOULU ","FI","Kajaani"
"3199","SF KAUNIAI03","HUMANISTINEN AMMATTIKORKEAKOULU","FI","Helsinki"
"3200","SF KEMI05","KEMI-TORNION AMMATTIKORKEAKOULU","FI","KEMI"
"3201","SF KOKKOLA05","KESKI-POHJANMAAN AMMATTIKORKEAKOULU - MELLERSTA ÖSTERBOTTENS YRKESHÖGSKOLA (KPAMK - MÖYH)","FI","KOKKOLA"
"3202","SF KOTKA06","KYMENLAAKSON  AMMATTIKORKEAKOULU","FI","Kotka"
"3203","SF KUOPIO08","SAVONIA-AMMATTIKORKEAKOULU","FI","Kuopio"
"3204","SF KUOPIO12","ITÄ-SUOMEN YLIOPISTO","FI","KUOPIO"
"3205","SF LAHTI11","LAHDEN AMMATTIKORKEAKOULU","FI","Lahti"
"3206","SF LAPPEEN01","LAPPEENRANNAN TEKNILLINEN YLIOPISTO","FI","Lappeenranta"
"3207","SF LAPPEEN07","SAIMAAN AMMATTIKORKEAKOULU","FI","Lappeenranta"
"3208","SF MARIEHA04","HÖGSKOLAN PÅ ÅLAND ","FI","Mariehamn"
"3209","SF MIKKELI06","MIKKELIN AMMATTIKORKEAKOULU OY","FI","Mikkeli"
"3210","SF OULU01","OULUN YLIOPISTO","FI","OULU"
"3211","SF OULU11","OULUN SEUDUN AMMATTIKORKEAKOULU ","FI","OULU"
"3212","SF PORI08","SATAKUNNAN AMMATTIKORKEAKOULU","FI","Pori"
"3213","SF ROVANIE01","LAPIN YLIOPISTO (Lay)","FI","Rovaniemi"
"3214","SF ROVANIE02","ROVANIEMEN AMMATTIKORKEAKOULU (RAMK)","FI","ROVANIEMI"
"3215","SF SEINAJO06","SEINÄJOEN AMMATTIKORKEAKOULU ","FI","Seinajoki"
"3216","SF TAMPERE01","TAMPEREEN YLIOPISTO","FI","Tampereen yliopisto"
"3217","SF TAMPERE02","TTY-SÄÄTIÖ","FI","Tampere"
"3218","SF TAMPERE06","TAMPEREEN AMMATTIKORKEAKOULU","FI","TAMPERE"
"3219","SF TURKU01","TURUN YLIOPISTO","FI","TURKU"
"3220","SF TURKU02","ÅBO AKADEMI ","FI","ÅBO"
"3221","SF TURKU05","TURUN AMMATTIKORKEAKOULU - ÅBO YRKESHÖGSKOLA","FI","TURKU"
"3222","SF VAASA01","VAASAN YLIOPISTO","FI","Vaasa"
"3223","SF VAASA03","VAASAN AMMATTIKORKEAKOULU - VASA YRKESHÖGSKOLA","FI","VAASA"
"3224","SF VAASA13","YRKESHÖGSKOLAN NOVIA","FI","VAASA"
"3225","SF VANTAA06","LAUREA-AMMATTIKORKEAKOULU","FI","Vantaa"
"3226","SI BLED01","VISJA STROKOVNA SOLA ZA GOSTINSTVO IN TURIZEM BLED","SI","BLED"
"3227","SI CELJE01","ŠOLA ZA HORTIKULTURO IN VIZUALNE UMETNOSTI CELJE","SI","CELJE"
"3228","SI CELJE03","MEDNARODNA FAKULTETA ZA DRUZBENE IN POSLOVNE STUDIJE","SI","CELJE"
"3229","SI CELJE04","FAKULTETA ZA KOMERCIALNE IN POSLOVNE VEDE","SI","CELJE"
"3230","SI CELJE06 ","VISOKA SOLA ZA VARSTVO OKOLJA","SI","VELENJE"
"3231","SI CELJE07","ŠOLSKI CENTER CELJE, VIŠJA STROKOVNA ŠOLA","SI","CELJE"
"3232","SI CELJE08","VISOKA ZDRAVSTVENA ŠOLA V CELJU","SI","CELJE"
"3233","SI JESENIC01","VISOKA ŠOLA ZA ZDRAVSTVENO NEGO JESENICE","SI","JESENICE"
"3234","SI KOPER03","UNIVERZA NA PRIMORSKEM UNIVERSITA DEL LITORALE","SI","Koper"
"3235","SI KOPER04","VIŠJA STROKOVNA ŠOLA SEŽANA","SI","SEŽANA"
"3236","SI KRANJ03","FAKULTETA ZA DRŽAVNE IN EVROPSKE ŠTUDIJE","SI","KRANJ"
"3237","SI LJUBLJA01","UNIVERZA V LJUBLJANI","SI","Ljubljana"
"3238","SI LJUBLJA05","CENTER ZA POSLOVNO USPOSABLJANJE","SI","LJUBLJANA"
"3239","SI LJUBLJA06","ŠOLSKI CENTER ŠENTJUR, VIŠJA STROKOVNA ŠOLA","SI","ŠENTJUR"
"3240","SI LJUBLJA08","MEDNARODNA PODIPLOMSKA SOLA JOZEFA STEFANA","SI","LJUBLJANA"
"3241","SI LJUBLJA09","VISOKA ŠOLA ZA DIZAJN V LJUBLJANI, SAMOSTOJNI VISOKOŠOLSKI ZAVOD, PRIDRUŽENA ČLANICA UNIVERZE NA PRIMORSKEM","SI","LJUBLJANA"
"3242","SI LJUBLJA11","BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA VIŠJA STROKOVNA ŠOLA","SI","LJUBLJANA"
"3243","SI LJUBLJA16","INŠTITUT IN AKADEMIJA ZA MULTIMEDIJE, LJUBLJANA","SI","LJUBLJANA"
"3244","SI LJUBLJA17","VISOKA ŠOLA ZA STORITVE","SI","LJUBLJANA"
"3245","SI MARIBOR01","UNIVERZA V MARIBORU","SI","MARIBOR"
"3246","SI MARIBOR02","DOBA FAKULTETA ZA UPORABNE POSLOVNE IN DRUŽBENE ŠTUDIJE  MARIBOR","SI","Maribor"
"3247","SI MARIBOR03","VIŠJA STROKOVNA ŠOLA ZA GOSTINSTVO IN TURIZEM MARIBOR","SI","MARIBOR"
"3248","SI MARIBOR06","DOBA VIŠJA STROKOVNA ŠOLA","SI","MARIBOR"
"3249","SI MARIBOR08","PROMETNA SOLA MARIBOR, VISJA PROMETNA SOLA","SI","MARIBOR"
"3250","SI MARIBOR09","VISOKA ŠOLA ZA TEHNOLOGIJO POLIMEROV","SI","SLOVENJ GRADEC"
"3251","SI MARIBOR10","EVROPSKO SREDIŠČE MARIBOR, ESM","SI","MARIBOR "
"3252","SI MARIBOR11","ŠOLSKI CENTER PTUJ","SI","PTUJ"
"3253","SI MARIBOR12","VISOKA ŠOLA ZA ZDRAVSTVENE VEDE SLOVENJ GRADEC","SI","SLOVENJ GRADEC"
"3254","SI MU-SOB01","EKONOMSKA ŠOLA MURSKA SOBOTA, VIŠJA STROKOVNA ŠOLA","SI","Murska Sobota"
"3255","SI NAKLO01","BIOTEHNIŠKI CENTER NAKLO","SI","NAKLO"
"3256","SI NOVA-GO01","UNIVERZA V NOVI GORICI","SI","NOVA GORICA"
"3257","SI NOVA-GO02","FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V NOVI GORICI","SI","NOVA GORICA"
"3258","SI NOVA-GO04","EVROPSKA PRAVNA FAKULTETA V NOVI GORICI","SI","NOVA GORICA"
"3259","SI NOVO-ME01","VISOKA SOLA ZA UPRAVLJANJE IN POSLOVANJE NOVO MESTO","SI","NOVO MESTO"
"3260","SI NOVO-ME04","EKONOMSKA SOLA NOVO MESTO, VISJA STROKOVNA SOLA","SI","Novo mesto"
"3261","SI NOVO-ME05","FAKULTETA ZA INFORMACIJSKE ŠTUDIJE V NOVEM MESTU","SI","NOVO MESTO"
"3262","SI NOVO-ME06","VISOKA ŠOLA ZA ZDRAVSTVO NOVO MESTO","SI","NOVO MESTO"
"3263","SI NOVO-ME10","FAKULTETA ZA ORGANIZACIJSKE ŠTUDIJE V NOVEM MESTU","SI","NOVO MESTO"
"3264","SI PORTORO02","GEA COLLEGE - FAKULTETA ZA PODJETNIŠTVO","SI","Piran"
"3265","SI POSTOJN01","ŠOSKI CENTER POSTOJNA, VIŠJA STROKOVNA ŠOLA","SI","POSTOJNA"
"3266","SI SKOFJAL01","ŠOLSKI CENTER ŠKOFJA LOKA","SI","ŠKOFJA LOKA"
"3267","SI SLOVENJ01","SOLSKI CENTER SLOVENJ GRADEC, VIŠJA STROKOVNA SOLA","SI","Slovenj Gradec"
"3268","SK BANSKA01","UNIVERZITA MATEJA BELA","SK","Banska Bystrica"
"3269","SK BANSKA02","AKADEMIA UMENI V BANSKEJ BYSTRICI","SK","BANSKÁ BYSTRICA"
"3270","SK BANSK-S01","HUDOBNÁ A UMELECKÁ AKADÉMIA JÁNA ALBRECHTA - BANSKÁ ŠTIAVNICA, S.R.O., ODBORNÁ VYSOKÁ ŠKOLA","SK","BANSKÁ ŠTIAVNICA"
"3271","SK BRATISL01","SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE","SK","Bratislava"
"3272","SK BRATISL02","UNIVERZITA KOMENSKEHO V BRATISLAVE                                                                                      ","SK","BRATISLAVA"
"3273","SK BRATISL03","EKONOMICKÁ UNIVERZITA V BRATISLAVE","SK","Bratislava 5"
"3274","SK BRATISL04","VYSOKA SKOLA VYTVARNYCH UMENI V BRATISLAVE","SK","BRATISLAVA"
"3275","SK BRATISL05","VYSOKÁ ŠKOLA MÚZICKÝCH UMENÍ V BRATISLAVE","SK","BRATISLAVA"
"3276","SK BRATISL06","AKADEMIA POLICAJNEHO ZBORU V BRATISLAVE","SK","BRATISLAVA"
"3277","SK BRATISL08","BRATISLAVSKÁ AKADEMICKÁ SPOLOČNOST' - PANEURÓPSKA VYSOKÁ ŠKOLA, N.O.","SK","Bratislava"
"3278","SK BRATISL11","SLOVENSKÁ ZDRAVOTNÍCKA UNIVERZITA V BRATISLAVE","SK","BRATISLAVA"
"3279","SK BRATISL12","BRATISLAVSKA MEDZINARODNA SKOLA LIBERALNYCH STUDII (BISLA)","SK","Bratislava"
"3280","SK BRATISL13","VYSOKÁ ŠKOLA EKONÓMIE A MANAŽMENTU VEREJNEJ SPRÁVY V BRATISLAVE","SK","BRATISLAVA"
"3281","SK DUBNICA01","DUBNICKÝ TECHNOLOGICKÝ INŠTITÚT V DUBNICI NAD VÁHOM","SK","DUBNICA NAD VÁHOM"
"3282","SK KOMARNO01","UNIVERZITA J. SELYEHO","SK","KOMÁRNO"
"3283","SK KOSICE01","UNIVERZITA VETERINÁRSKEHO LEKÁRSTVA V KOŠICIACH","SK","KOSICE"
"3284","SK KOSICE02","UNIVERZITA PAVLA JOZEFA SAFARIKA  V KOSICIACH","SK","Kosice"
"3285","SK KOSICE03","Technicka univerzita v Kosiciach","SK","Kosice"
"3286","SK KOSICE04 ","VYSOKÁ ŠKOLA BEZPEČNOSTNÉHO MANAŽÉRSTVA V KOŠICIACH ","SK","KOŠICE"
"3287","SK LIPTOV01","AKADÉMIA OZBROJENÝCH SÍL GENERÁLA MILANA RASTISLAVA ŠTEFÁNIKA","SK","LIPTOVSKÝ MIKULÁŠ"
"3288","SK NITRA01","UNIVERZITA KONSTANTINA FILOZOFA V NITRE","SK","Nitra"
"3289","SK NITRA02","SLOVENSKÁ POL'NOHOSPODÁRSKA UNIVERZITA V NITRE","SK","Nitra"
"3290","SK PRESOV01","PRESOVSKA UNIVERZITA V PRESOVE","SK","Presov"
"3291","SK PRESOV02","VYSOKÁ ŠKOLA MEDZINÁRODNÉHO PODNIKANIA ISM SLOVAKIA V PREŠOVE","SK","PREŠOV"
"3292","SK RUZOMBE01","KATOLICKA UNIVERZITA V RUZOMBERKU","SK","RUŽOMBEROK"
"3293","SK SKALICA01","STREDOEURÓPSKA VYSOKÁ ŠKOLA V SKALICI","SK","SKALICA"
"3294","SK SLADKOV01","VYSOKÁ ŠKOLA V SLÁDKOVIČOVE","SK","SLÁDKOVIČOVO"
"3295","SK TRENCIN01","TRENCIANSKA UNIVERZITA ALEXANDRA DUBCEKA V TRENCINE","SK","Trencin"
"3296","SK TRENCIN02","VYSOKA SKOLA MANAZMENTU V TRENCINE","SK","Trencin"
"3297","SK TRNAVA01","TRNAVSKÁ UNIVERZITA V TRNAVE","SK","TRNAVA"
"3298","SK TRNAVA02","UNIVERZITA SV. CYRILA A METODA V TRNAVA","SK","Trnava"
"3299","SK ZILINA01","ZILINSKA UNIVERZITA V ZILINE","SK","Zilina"
"3300","SK ZVOLEN01","TECHNICKA UNIVERZITA VO ZVOLENE","SK","ZVOLEN"
"3301","TR ADANA01","CUKUROVA UNIVERSITESI","TR","ADANA"
"3302","TR ADIYAMA01","ADIYAMAN UNIVERSITESI","TR","ADIYAMAN"
"3303","TR AFYON01","AFYON KOCATEPE UNIVERSITESI","TR","Afyonkarahisar"
"3304","TR AGRI01","AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ","TR","MERKEZ"
"3305","TR AKSARAY01","AKSARAY ÜNİVERSİTESİ","TR","AKSARAY"
"3306","TR AMASYA01","AMASYA ÜNIVERSITESI","TR","SAMSUN"
"3307","TR ANKARA01","ANKARA UNIVERSITESI","TR","Ankara"
"3308","TR ANKARA02","GAZI UNIVERSITY","TR","ANKARA"
"3309","TR ANKARA03","HACETTEPE ÜNIVERSITESI","TR","Ankara"
